"","TRANS DATE","BILLING GROSS AMT","MERCHANT NAME","CARD NUMBER","TRANS CAC CODE 1","TRANS CAC DESC 1","TRANS CAC CODE 2","TRANS CAC DESC 2","Directorate","month"
"2192",2019-11-05,3787.74,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2193",2019-11-05,1624.67,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2194",2019-11-05,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2195",2019-11-05,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2196",2019-11-05,-1928.07,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2197",2019-11-06,1527.41,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2198",2019-11-06,2192.27,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2199",2019-11-06,2258.57,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2200",2019-11-06,1939.89,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2201",2019-11-06,4841.03,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2202",2019-11-06,376.05,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2203",2019-11-06,564,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2204",2019-11-06,-1527.41,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2205",2019-11-07,3856.84,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2206",2019-11-07,5010.84,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2207",2019-11-07,3709.84,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2208",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2209",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2210",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2211",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2212",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2213",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2214",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2215",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2216",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2217",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2218",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2219",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2220",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2221",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2222",2019-11-07,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2223",2019-11-07,-2192.27,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2224",2019-11-07,3159.53,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2225",2019-11-07,2702.42,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2226",2019-11-07,2003.86,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2227",2019-11-07,1383.2,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2228",2019-11-07,4692.24,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2229",2019-11-11,2017.97,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2230",2019-11-11,1597.12,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2231",2019-11-11,2017.97,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2232",2019-11-11,-2702.42,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2233",2019-11-11,4419.94,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2234",2019-11-11,2388.92,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2235",2019-11-11,2800,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2236",2019-11-11,2800,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2237",2019-11-11,7000,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2238",2019-11-12,-1218.14,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2239",2019-11-12,-806.95,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2240",2019-11-12,-144.23,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2241",2019-11-12,-3700.36,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2242",2019-11-12,-1734.87,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2243",2019-11-12,-424.06,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2244",2019-11-12,-2388.92,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2245",2019-11-13,2124.82,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2246",2019-11-13,2591.12,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2247",2019-11-13,2346.12,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2248",2019-11-13,2487.67,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2249",2019-11-13,4889.84,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2250",2019-11-13,4102.64,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2251",2019-11-14,1919.42,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2252",2019-11-14,2839.07,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2253",2019-11-14,5023.11,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2254",2019-11-14,2445.98,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2255",2019-11-14,4113.34,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2256",2019-11-15,4165.14,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2257",2019-11-15,4153.65,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2258",2019-11-15,2673.92,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2259",2019-11-15,827.26,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2260",2019-11-15,233.76,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2261",2019-11-15,2293.87,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2262",2019-11-18,8256,"premier apartments bristo","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2263",2019-11-18,5640,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2264",2019-11-18,5160,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2265",2019-11-18,5000,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2266",2019-11-18,4320.04,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2267",2019-11-18,3652.14,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2268",2019-11-18,3316.54,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2269",2019-11-18,4362.24,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2270",2019-11-18,3383.04,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2271",2019-11-18,2122.87,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2272",2019-11-18,2826.72,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2273",2019-11-18,2826.72,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2274",2019-11-18,4756.74,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2275",2019-11-18,2230.27,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2276",2019-11-18,5426.73,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2277",2019-11-18,2767.24,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2278",2019-11-18,4410.21,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2279",2019-11-18,1744.37,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2280",2019-11-18,5315.51,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2281",2019-11-18,3145.12,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2282",2019-11-18,2239.07,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2283",2019-11-18,2452.57,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2284",2019-11-18,2142.42,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2285",2019-11-18,2181.12,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2286",2019-11-18,613.33,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2287",2019-11-18,1616.12,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2288",2019-11-18,4275.09,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2289",2019-11-18,658,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2290",2019-11-18,2800,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2291",2019-11-18,2800,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2292",2019-11-18,750,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2293",2019-11-18,5000,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2294",2019-11-18,5160,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2295",2019-11-18,5000,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2296",2019-11-18,5000,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2297",2019-11-18,1700,"apollo hotel","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2298",2019-11-19,1734.72,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2299",2019-11-19,2388.92,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2300",2019-11-19,2220.07,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2301",2019-11-20,-1818.69,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2302",2019-11-20,-453.59,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2303",2019-11-20,-532.8,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2304",2019-11-20,-532.8,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2305",2019-11-21,1423.49,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2306",2019-11-21,675.2,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2307",2019-11-21,2863.74,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2308",2019-11-21,3280.97,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2309",2019-11-21,134.53,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2310",2019-11-21,4560.09,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2311",2019-11-25,605.51,"travelodge gb0000","************3766","M900","Hospitality","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2312",2019-11-26,96.44,"travelodge gb0000","************3766","M900","Hospitality","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2313",2019-11-26,-2148.28,"travelodge gb0000","************3766","M900","Hospitality","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2314",2019-11-26,-196.22,"travelodge gb0000","************3766","M900","Hospitality","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2315",2019-11-26,-293.71,"travelodge gb0000","************3766","M900","Hospitality","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2316",2019-11-26,-259.07,"travelodge gb0000","************3766","M900","Hospitality","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2317",2019-11-27,2954.17,"travelodge gb0000","************3766","M900","Hospitality","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2318",2019-11-27,2954.17,"travelodge gb0000","************3766","M900","Hospitality","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2319",2019-11-27,4484.09,"travelodge gb0000","************3766","M900","Hospitality","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2320",2019-11-27,4484.09,"travelodge gb0000","************3766","M900","Hospitality","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2321",2019-11-27,2351.82,"travelodge gb0000","************3766","M900","Hospitality","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2322",2019-11-27,4138.04,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2323",2019-11-27,3404,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2324",2019-11-27,5572,"comfort inn birmingham","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2325",2019-11-27,-1306.63,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2326",2019-11-27,-1306.63,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2327",2019-11-27,-1502.33,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2328",2019-11-27,-1124.35,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2329",2019-11-28,2480.92,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2330",2019-11-28,548.03,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2331",2019-11-28,2507.52,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2332",2019-11-28,560.38,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2333",2019-11-28,5212.84,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2334",2019-11-29,1746.98,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2335",2019-11-29,2845.84,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2336",2019-11-29,2621.52,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2337",2019-11-29,5584.76,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2338",2019-11-29,3493.96,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2339",2019-11-29,-1249.58,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2340",2019-11-29,-1713.07,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2341",2019-11-29,-565.79,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2342",2019-11-29,-534.29,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2343",2019-12-02,4762.54,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2344",2019-12-02,3483.24,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2345",2019-12-02,-1445.91,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2346",2019-12-02,-1445.91,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2347",2019-12-02,-1923.82,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2348",2019-12-02,-1847.74,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2349",2019-12-02,-1618.52,"travelodge gb0000","************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2350",2019-11-20,1527.07,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2351",2019-11-20,618.66,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2352",2019-11-20,2941.77,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2353",2019-11-20,934.61,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2354",2019-11-20,1674.07,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2355",2019-11-20,692.16,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2356",2019-11-20,9008.61,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2357",2019-11-20,2721.63,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2358",2019-11-20,1426.44,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2359",2019-11-20,1664.89,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2360",2019-11-20,5438.34,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2361",2019-11-20,3748.21,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2362",2019-11-20,1541.42,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2363",2019-11-20,2678.79,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2364",2019-11-20,1473.13,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2365",2019-11-20,2950.53,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2366",2019-11-20,3676.91,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2367",2019-11-20,3100.75,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2368",2019-11-20,3855.14,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2369",2019-11-20,1709.94,"travelodge gb0000","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
"2370",2019-11-20,3000,"premier apartments birmin","************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2019-11"
